"OUTCOME High/Low LC, LP, BP",Experimental Metabolic Strategy,Growth Phase,Cultivation Scale,Temperature,Light Intensity,Agitation,Photoperiods,Growth Period,CO2 Supply,Air Supply,N,P,inorganic C,organic C,Salinity,K,Ca,Fe,Co,Cu,EDTANa,Na2EDTA,EDTAFeNa,pH,Cultivation Mode,Na2MGEDTA,EDTA,Seed Metabolic Strategy,Inorganic C Source,Organic C Source,N Source,pH Control Strategy,pH Regulators,Stage Phase Strategy,Lamp Color,Culture Medium,Lamp Type,Inoculum Concentration,Chlorella Strain
LL,photoautotrophic,stationary,4,23,82.62,0,24,7,0.04,yes,0.008556,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.2,Chlorella sp
HL,photoautotrophic,stationary,4,23,82.62,0,24,7,0.04,yes,0.0046,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.18,Chlorella sp
HL,photoautotrophic,stationary,4,23,82.62,0,24,7,0.04,yes,0.00081,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,none,initial,none,single-stage,,mBG11,,0.01,Chlorella sp
HL,photoautotrophic,stationary,1,27,60,300,12,7,3,yes,0.116186,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,60,300,12,7,3,yes,0.379904,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,60,300,12,7,12,yes,0.116186,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,60,300,12,7,12,yes,0.379904,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,120,300,12,7,3,yes,0.116186,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,120,300,12,7,3,yes,0.379904,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,120,300,12,7,12,yes,0.116186,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,120,300,12,7,12,yes,0.379904,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,90,300,12,7,7.5,yes,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,90,300,12,7,7.5,yes,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,90,300,12,7,7.5,yes,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,90,300,12,7,0,no,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,sodium carbonate,none,sodium nitrate,initial,none,single-stage,,BG11,,0.3,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,90,300,12,7,7.5,yes,0.026522,0.00712,0.002266,0.003906,0,0.017955,0.008179,0.000642,0.00001,0.000025,0,0.0006,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,mBG11,,0.3,Chlorella vulgaris
LL,photoautotrophic,stationary,1,27,51.88,0,12,14,0.03,yes,0.24724,0.00712,0.002266,0,0,0.017955,0.009815,0,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,,0.1,Chlorella vulgaris
LL,photoautotrophic,stationary,1,27,51.88,0,12,14,5,yes,0.24724,0.00712,0.002266,0,0,0.017955,0.009815,0,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,,0.1,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,51.88,0,12,14,10,yes,0.24724,0.00712,0.002266,0,0,0.017955,0.009815,0,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,,0.1,Chlorella vulgaris
HL,photoautotrophic,stationary,1,27,51.88,0,12,14,15,yes,0.24724,0.00712,0.002266,0,0,0.017955,0.009815,0,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,,0.1,Chlorella vulgaris
LL,photoautotrophic,log,1,28,96,0,12,12,0.04,yes,0.041253,0.053215,0,0,0.025,0.105534,0.006816,0.001,0.000099,0.0004,0,0.05,0,8,batch,0,yes,photoautotrophic,carbon dioxide,none,sodium nitrate,initial,none,single-stage,,BBM,fluorescent,0.01,Chlorella vulgaris
LL,mixotrophic,log,1,28,96,0,12,12,0.04,yes,0.041253,0.053215,0,0.292805,0.025,0.105534,0.006816,0.001,0.000099,0.0004,0,0.05,0,8,batch,0,yes,photoautotrophic,carbon dioxide,sodium acetate,sodium nitrate,initial,none,single-stage,,mBBM,fluorescent,0.01,Chlorella vulgaris
LL,mixotrophic,log,1,28,96,0,12,12,0.04,yes,0.1196,0.1196,0,0.292805,0,0.0598,0,0,0,0,0,0,0,8,batch,0,yes,photoautotrophic,carbon dioxide,sodium acetate,sodium nitrate,initial,none,single-stage,,NPKAC1,fluorescent,0.01,Chlorella vulgaris
LL,mixotrophic,log,1,28,96,0,12,12,0.04,yes,0.1196,0.1794,0,0.292805,0,0.0598,0,0,0,0,0,0,0,8,batch,0,yes,photoautotrophic,carbon dioxide,sodium acetate,sodium nitrate,initial,none,single-stage,,NPKAC2,fluorescent,0.01,Chlorella vulgaris
HL,photoautotrophic,log,0.5,23,68,0,16,16,0,no,0.041253,0.053215,0,0,0.025,0.105534,0.006816,0.001,0.000099,0.0004,0,0.05,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,BBM,fluorescent,0.01,Chlorella emersoni
LL,photoautotrophic,stationary,1,21,40,0,24,18,0.04,yes,0.24724,0.00712,0.002266,0,0,0.017955,0.009815,0,0.00001,0.00002,0,0.001,0,,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,,BG11,fluorescent,0.06,Chlorella sp
LL,photoautotrophic,stationary,1.8,23.5,149.5,0,24,30,5.04,yes,0.248045,0.00712,0.002266,0.003906,0,0.017955,0.009815,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,hydrogen chloride,single-stage,daylight,BG11,fluorescent,0.1,Chlorella vulgaris
LL,photoautotrophic,stationary,1.8,23.5,149.5,0,24,30,5.04,yes,0.248045,0.00712,0.003586,0.003906,0,0.031455,0.025315,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,hydrogen chloride,single-stage,daylight,mBG11,fluorescent,0.1,Chlorella vulgaris
LL,photoautotrophic,stationary,1.8,23.5,149.5,0,24,30,5.04,yes,0.248045,0.00712,0.002926,0.003906,0,0.024705,0.017565,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,hydrogen chloride,single-stage,daylight,mBG11,fluorescent,0.1,Chlorella vulgaris
LL,photoautotrophic,stationary,1.8,23.5,149.5,0,24,30,5.04,yes,0.248045,0.00712,0.003586,0.003906,0,0.031455,0.025315,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,hydrogen chloride,single-stage,daylight,mBG11,fluorescent,0.1,Chlorella vulgaris
LL,photoautotrophic,stationary,1.8,23.5,149.5,0,12,30,5.04,yes,0.248045,0.00712,0.003586,0.003906,0,0.031455,0.025315,0.000642,0.00001,0.00002,0,0.001,0,7.5,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,hydrogen chloride,single-stage,daylight,mBG11,fluorescent,0.1,Chlorella vulgaris
LL,photoautotrophic,stationary,0.1,25,75,0,14,21,0,no,0.138562,0.014457,0,0,0,0.386708,0.002726,0,0.000006,0.000001,0,0,0.001,6.8,batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,hydrogen chloride,single-stage,,N-11,,0.2,Chlorella vulgaris
HL,photoautotrophic,stationary,0.1,25,75,0,14,7,0,no,0,0.014457,0,0,0,0,0.002726,0,0.000006,0.000001,0,0,0.001,6.8,batch,0,yes,photoautotrophic,none,none,none,initial,hydrogen chloride,single-stage,,mN-11,,0.2,Chlorella vulgaris
HL,photoautotrophic,stationary,0.1,25,75,0,14,30,0,no,0.001386,0.014457,0,0,0,0.003867,0.002726,0,0.000006,0.000001,0,0,0.001,6.8,repeated fed-batch,0,yes,photoautotrophic,none,none,potassium nitrate,initial,hydrogen chloride,single-stage,,mN-11,,0.2,Chlorella vulgaris
LL,photoautotrophic,stationary,0.1,28,100,160,24,7,0.04,yes,0.247841,0,0,0.002526,0,0,0.009815,0.000107,0.000992,0.00002,0,0,0,,batch,0,yes,photoautotrophic,carbon dioxide,none,sodium nitrate,initial,none,single-stage,,mBM,,1.1,Chlorella vulgaris
LL,mixotrophic,stationary,0.1,28,100,160,24,6,10.04,yes,0.247841,0,0,8.00226,0,0,0.009815,0.000107,0.000992,0.00002,0,0,0,,batch,0,yes,mixotrophic,carbon dioxide,glucose,sodium nitrate,initial,none,single-stage,,mBM,,1.1,Chlorella vulgaris
LL,heterotrophic,stationary,0.1,28,0,160,0,3,0,no,0.247841,0,0,12.002127,0,0,0.009815,0.000107,0.000992,0.00002,0,0,0,,batch,0,yes,heterotrophic,none,glucose,sodium nitrate,initial,none,single-stage,no-color,mBM,no-lamp,1.1,Chlorella vulgaris
LL,photoautotrophic,stationary,1,30,100,0,12,9,0,no,0.412059,0.088998,0,0,1,0.67316,0.010905,0.002009,0,0,0,0,0,9.5,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,,mZarrouck,,1,Chlorella variabilis
LL,photoautotrophic,stationary,1,30,100,0,12,9,0,no,0.412059,0.088998,2.401771,0,1,0.67316,0.010905,0.002009,0,0,0,0,0,8.7,batch,0,yes,photoautotrophic,sodium bicarbonate,none,sodium nitrate,initial,none,single-stage,,Zarrouck,,1,Chlorella variabilis
LL,photoautotrophic,stationary,1,30,100,0,12,9,0,no,0.197788,0.044499,0.714813,0,1,0.224398,0.010905,0.002009,0,0,0,0,0,8.4,batch,0,yes,photoautotrophic,sodium bicarbonate,none,sodium nitrate,initial,none,single-stage,,P2,,1,Chlorella variabilis
HL,photoautotrophic,stationary,1,30,100,0,12,9,0,no,1.083824,0.044499,0.75955,0,1,0.224398,0.010905,0.002009,0,0,0,0,0,7.8,batch,0,yes,photoautotrophic,ammonium bicarbonate,none,sodium nitrate,initial,none,single-stage,,mP2,,1,Chlorella variabilis
LL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.001496,0.0315,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,none,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.071535,0.0315,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.141574,0.0315,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.211612,0.0315,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.281651,0.0315,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.35169,0.0315,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
LL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.063322,0,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.063322,0.015,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.063322,0.031,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.063322,0.046,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.063322,0.0619,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.063322,0.077,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.063322,0.093,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,120,0,24,16,0,no,0.2473,0.03097,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,15,60,0,24,16,0,no,0.2473,0.03097,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,20,60,0,24,16,0,no,0.2473,0.03097,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,25,60,0,24,16,0,no,0.2473,0.03097,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
HL,photoautotrophic,stationary,0.15,30,60,0,24,16,0,no,0.2473,0.03097,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
LL,photoautotrophic,stationary,0.15,35,60,0,24,16,0,no,0.2473,0.03097,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
LL,photoautotrophic,stationary,0.15,40,60,0,24,16,0,no,0.2473,0.03097,0,0,0,0.028,0.013632,0.018079,0.007975,0.007991,0,0,0,7,batch,0,yes,photoautotrophic,none,none,sodium nitrate,initial,none,single-stage,white,mTAP,fluorescent,0.2,Chlorella minutissima
LL,photoautotrophic,stationary,0.2,28,81,0,12,4,0.04,yes,0.041207,0.053215,0,0,0.025,0.083931,0.006816,0.001004,0.000002,0.000064,0.05,0,0,7,batch,0,yes,photoautotrophic,carbon dioxide,none,sodium nitrate,initial,none,single-stage,purple-pink,BBM,fluorescent,0.02,Chlorella vulgaris
LL,mixotrophic,stationary,0.2,28,81,0,12,2,0.04,yes,0.041207,0.053215,0,0.399987,0.025,0.083931,0.006816,0.001004,0.000002,0.000064,0.05,0,0,7,batch,0,yes,photoautotrophic,carbon dioxide,glucose,sodium nitrate,initial,none,single-stage,purple-pink,mBBM,fluorescent,0.02,Chlorella vulgaris
LL,mixotrophic,stationary,0.2,28,81,0,12,2,0.04,yes,0.041207,0.053215,0,0.399987,0.0625,0.083931,0.006816,0.001004,0.000002,0.000064,0.05,0,0,7,batch,0,yes,photoautotrophic,carbon dioxide,glucose,sodium nitrate,initial,none,single-stage,purple-pink,mBBM,fluorescent,0.02,Chlorella vulgaris
LL,mixotrophic,stationary,0.2,28,81,0,12,2,0.04,yes,0.041207,0.053215,0,0.399987,0.125,0.083931,0.006816,0.001004,0.000002,0.000064,0.05,0,0,7,batch,0,yes,photoautotrophic,carbon dioxide,glucose,sodium nitrate,initial,none,single-stage,purple-pink,mBBM,fluorescent,0.02,Chlorella vulgaris
LL,mixotrophic,stationary,0.2,28,81,0,12,2,0.04,yes,0.041207,0.053215,0,0.399987,0.187,0.083931,0.006816,0.001004,0.000002,0.000064,0.05,0,0,7,batch,0,yes,photoautotrophic,carbon dioxide,glucose,sodium nitrate,initial,none,single-stage,purple-pink,mBBM,fluorescent,0.02,Chlorella vulgaris
LL,mixotrophic,stationary,0.2,28,81,0,12,2,0.04,yes,0.041207,0.053215,0,0.399987,0.25,0.083931,0.006816,0.001004,0.000002,0.000064,0.05,0,0,7,batch,0,yes,photoautotrophic,carbon dioxide,glucose,sodium nitrate,initial,none,single-stage,purple-pink,mBBM,fluorescent,0.02,Chlorella vulgaris
HL,mixotrophic,stationary,0.2,28,81,0,12,2,0.04,yes,0.041207,0.053215,0,0.399987,1.25,0.083931,0.006816,0.001004,0.000002,0.000064,0.05,0,0,7,batch,0,yes,photoautotrophic,carbon dioxide,glucose,sodium nitrate,initial,none,single-stage,purple-pink,mBBM,fluorescent,0.02,Chlorella vulgaris
LL,photoautotrophic,stationary,0.1,15,67,0,12,7,0.04,yes,0.412063,0.088998,2.401771,0,1,0.224431,0.005453,0.002009,0.000009,0.00002,0,0,0,9.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,potassium hydroxide,single-stage,,mZarrouck,,1,Chlorella variabilis
LL,photoautotrophic,stationary,0.1,15,67,0,12,7,2,yes,0.412063,0.088998,2.401771,0,1,0.224431,0.005453,0.002009,0.000009,0.00002,0,0,0,9.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,potassium hydroxide,single-stage,,mZarrouck,,1,Chlorella variabilis
LL,photoautotrophic,stationary,0.1,15,67,0,12,7,5,yes,0.412063,0.088998,2.401771,0,1,0.224431,0.005453,0.002009,0.000009,0.00002,0,0,0,9.5,batch,0,no,photoautotrophic,"sodium bicarbonate, carbon dioxide",none,sodium nitrate,constant,potassium hydroxide,single-stage,,mZarrouck,,1,Chlorella variabilis
LL,photoautotrophic,stationary,0.1,15,67,0,12,7,0,no,0.412063,0.088998,2.401771,0,1,0.224431,0.005453,0.002009,0.000009,0.00002,0,0,0,8,repeated fed-batch,0,no,photoautotrophic,sodium bicarbonate,none,sodium nitrate,constant,potassium hydroxide,single-stage,,mZarrouck,,1,Chlorella variabilis
LL,photoautotrophic,stationary,0.1,15,67,0,12,7,0,no,0.412063,0.088998,2.401771,0,1,0.224431,0.005453,0.002009,0.000009,0.00002,0,0,0,9.5,repeated fed-batch,0,no,photoautotrophic,sodium bicarbonate,none,sodium nitrate,constant,potassium hydroxide,single-stage,,mZarrouck,,1,Chlorella variabilis
HL,photoautotrophic,stationary,0.1,15,67,0,12,7,0,no,0.412063,0.088998,2.401771,0,1,0.224431,0.005453,0.002009,0.000009,0.00002,0,0,0,12,repeated fed-batch,0,no,photoautotrophic,sodium bicarbonate,none,sodium nitrate,constant,potassium hydroxide,single-stage,,mZarrouck,,1,Chlorella variabilis
HL,photoautotrophic,stationary,0.4,30,1200,0,24,8,1.5,yes,0.24724,0.00712,0.002266,0,0,0.017955,0.009815,0,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,sodium nitrate,initial,none,single-stage,white,BG11,fluorescent,1,Chlorella fusca
HL,photoautotrophic,stationary,0.4,30,1200,0,24,8,1.5,yes,0.000005,0.00712,0.002266,0,1.5,0.017955,0.009815,0,0.00001,0.00002,0,0.001,0,7.4,batch,0,yes,photoautotrophic,"sodium carbonate, carbon dioxide",none,none,initial,none,single-stage,white,mBG11,fluorescent,1,Chlorella fusca
LL,photoautotrophic,stationary,1.4,30,100,0,24,10,0.03,yes,0.0879,0.0836,0,0,0,0.064,0.013632,0.019887,0.00652,0.007991,0,0.001,0,7,batch,0,yes,photoautotrophic,carbon dioxide,none,none,initial,none,single-stage,,mTAP,,0.1,Chlorella sp
HL,photoautotrophic,stationary,1.4,30,100,0,24,10,1,yes,0.0879,0.0836,0,0,0,0.064,0.013632,0.019887,0.00652,0.007991,0,0.001,0,7,batch,0,yes,photoautotrophic,carbon dioxide,none,none,initial,none,single-stage,,mTAP,,0.1,Chlorella sp
LL,photoautotrophic,stationary,1.4,30,100,0,24,10,2,yes,0.0879,0.0836,0,0,0,0.064,0.013632,0.019887,0.00652,0.007991,0,0.001,0,7,batch,0,yes,photoautotrophic,carbon dioxide,none,none,initial,none,single-stage,,mTAP,,0.1,Chlorella sp
